keyword,ngram,pattern,start,end,phrase_length
sky,1,N,20587,20587,1
their mighty angle there,4,NNNN,20589,20592,4
little dots which,3,ANN,20594,20596,3
city on the shore st augustine,6,NPDNNN,20601,20606,6
captain,1,N,20608,20608,1
his head,2,NN,20610,20611,2
mosquito inlet,2,NN,20614,20615,2
oiler,1,N,20618,20618,1
correspondent,1,N,20623,20623,1
oiler,1,N,20627,20627,1
it,1,N,20629,20629,1
weary business,2,AN,20632,20633,2
human back,2,AN,20635,20636,2
seat of more aches,4,NPAN,20640,20643,4
pains,1,N,20645,20645,1
books for the composite anatomy of a regiment,8,NPDANPDN,20650,20657,8
composite anatomy of a regiment it,6,ANPDNN,20653,20658,6
limited area,2,AN,20661,20662,2
it,1,N,20664,20664,1
theatre of innumerable muscular conflicts tangles wrenches knots,8,NPAANNNN,20668,20675,8
other comforts,2,AN,20677,20678,2
you,1,N,20680,20680,1
billie,1,N,20685,20685,1
correspondent,1,N,20688,20688,1
oiler,1,N,20692,20692,1
it,1,N,20694,20694,1
seat for a place in the bottom,7,NPDNPDN,20700,20706,7
place in the bottom of the boat he,8,NPDNPDNN,20703,20710,8
bodily depression that,3,ANN,20713,20715,3
him,1,N,20717,20717,1
everything save an obligation,4,NPDN,20722,20725,4
one finger there,3,ANN,20728,20730,3
cold sea water,3,ANN,20732,20734,3
boat,1,N,20741,20741,1
he,1,N,20743,20743,1
it his head,3,NNN,20746,20748,3
thwart,1,N,20752,20752,1
inch of the swirl of a wave crest,8,NPDNPDNN,20756,20763,8
obstreperous sea,2,AN,20768,20769,2
board,1,N,20772,20772,1
him,1,N,20775,20775,1
matters,1,N,20780,20780,1
him it,2,NN,20784,20785,2
boat,1,N,20792,20792,1
he,1,N,20795,20795,1
ocean,1,N,20803,20803,1
he,1,N,20806,20806,1
it,1,N,20810,20810,1
great soft mattress,3,AAN,20813,20815,3
there,1,N,20817,20817,1
man on the shore,4,NPDN,20820,20823,4
im,1,N,20827,20827,1
im yes sure he,4,NNAN,20829,20832,4
he,1,N,20837,20837,1
look he,2,NN,20840,20841,2
us he,2,NN,20844,20845,2
us,1,N,20849,20849,1
he,1,N,20851,20851,1
thunder,1,N,20854,20854,1
we,1,N,20857,20857,1
we,1,N,20862,20862,1
there,1,N,20866,20866,1
boat,1,N,20870,20870,1
us in half an hour he,6,NPDDNN,20874,20879,6
he,1,N,20883,20883,1
he,1,N,20886,20886,1
house,1,N,20892,20892,1
remote beach,2,AN,20895,20896,2
sea,1,N,20901,20901,1
it,1,N,20903,20903,1
glance,1,N,20907,20907,1
little black figure,3,AAN,20911,20913,3
captain,1,N,20915,20915,1
stick,1,N,20919,20919,1
they,1,N,20921,20921,1
it,1,N,20924,20924,1
bath towel,2,NN,20926,20927,2
weird chance in the boat,5,ANPDN,20931,20935,5
this on the stick,4,NPDN,20938,20941,4
captain,1,N,20943,20943,1
it,1,N,20945,20945,1
oarsman,1,N,20947,20947,1
his head,2,NN,20952,20953,2
he,1,N,20955,20955,1
questions what,2,NN,20960,20961,2
he,1,N,20963,20963,1
he,1,N,20966,20966,1
he,1,N,20971,20971,1
i,1,N,20974,20974,1
there he,2,NN,20976,20977,2
house,1,N,20982,20982,1
he,1,N,20984,20984,1
he,1,N,20989,20989,1
us,1,N,20992,20992,1
he,1,N,20996,20996,1
there,1,N,21000,21000,1
man he,2,NN,21003,21004,2
look at him,3,NPN,21007,21009,3
you,1,N,21012,21012,1
he,1,N,21014,21014,1
bicycle,1,N,21018,21018,1
he,1,N,21020,21020,1
other man they,3,ANN,21024,21026,3
us,1,N,21031,21031,1
there,1,N,21033,21033,1
something up the beach what,5,NPDNN,21035,21039,5
devil,1,N,21041,21041,1
thing,1,N,21044,21044,1
it,1,N,21046,21046,1
boat,1,N,21050,21050,1
it,1,N,21053,21053,1
boat,1,N,21056,21056,1
it,1,N,21058,21058,1
wheels,1,N,21061,21061,1
it,1,N,21064,21064,1
that,1,N,21067,21067,1
life,1,N,21071,21071,1
they,1,N,21073,21073,1
them along shore on a wagon that,7,NPNPDNN,21075,21081,7
life boat,2,NN,21084,21085,2
it,1,N,21090,21090,1
-it,1,N,21092,21092,1
omnibus i,2,NN,21095,21096,2
you it,2,NN,21098,21099,2
life,1,N,21102,21102,1
it,1,N,21104,21104,1
it,1,N,21107,21107,1
omnibus i,2,NN,21110,21111,2
it,1,N,21114,21114,1
big hotel omnibuses by thunder you,6,ANNPNN,21120,21125,6
right it,2,AN,21127,21128,2
omnibus,1,N,21131,21131,1
what,1,N,21135,21135,1
you,1,N,21137,21137,1
they,1,N,21139,21139,1
omnibus,1,N,21144,21144,1
they,1,N,21146,21146,1
life crew,2,NN,21152,21153,2
that,1,N,21155,21155,1
it,1,N,21157,21157,1
there,1,N,21160,21160,1
fellow,1,N,21163,21163,1
little black flag he,4,AANN,21166,21169,4
steps of the omnibus,4,NPDN,21174,21177,4
other two fellows,3,AAN,21181,21183,3
they,1,N,21185,21185,1
fellow with the flag,4,NPDN,21193,21196,4
he,1,N,21198,21198,1
it that,2,NN,21202,21203,2
flag,1,N,21207,21207,1
it that,2,NN,21209,21210,2
his coat,2,NN,21212,21213,2
that,1,N,21216,21216,1
his coat,2,NN,21218,21219,2
it,1,N,21221,21221,1
it,1,N,21223,21223,1
his coat he,3,NNN,21225,21227,3
it,1,N,21230,21230,1
it around his head,4,NPNN,21235,21238,4
you,1,N,21241,21241,1
him,1,N,21244,21244,1
it,1,N,21246,21246,1
there,1,N,21249,21249,1
life,1,N,21253,21253,1
station,1,N,21255,21255,1
that,1,N,21257,21257,1
winter resort hotel omnibus that,5,NNNNN,21261,21265,5
boarders,1,N,21272,21272,1
us,1,N,21275,21275,1
what,1,N,21277,21277,1
idiot with the coat,4,NPDN,21280,21283,4
what,1,N,21285,21285,1
he,1,N,21287,21287,1
it,1,N,21290,21290,1
he,1,N,21294,21294,1
us,1,N,21299,21299,1
there,1,N,21303,21303,1
life,1,N,21307,21307,1
station,1,N,21309,21309,1
he,1,N,21313,21313,1
we,1,N,21315,21315,1
us,1,N,21320,21320,1
merry hand,2,NN,21322,21323,2
there,1,N,21326,21326,1
i,1,N,21329,21329,1
i,1,N,21331,21331,1
something out of those signals what,6,NPPDNN,21334,21339,6
you,1,N,21341,21341,1
he,1,N,21343,21343,1
he,1,N,21345,21345,1
anything he,2,NN,21349,21350,2
he,1,N,21356,21356,1
us,1,N,21360,21360,1
surf,1,N,21364,21364,1
sea,1,N,21370,21370,1
hell,1,N,21382,21382,1
there,1,N,21384,21384,1
reason in it,3,NPN,21388,21390,3
him he,2,NN,21394,21395,2
his coat,2,NN,21401,21402,2
wheel,1,N,21406,21406,1
ass there,2,NN,21408,21409,2
more people,2,AN,21411,21412,2
there,1,N,21414,21414,1
mob look,2,NN,21418,21419,2
boat,1,N,21424,21424,1
i,1,N,21427,21427,1
you,1,N,21430,21430,1
that,1,N,21433,21433,1
boat,1,N,21436,21436,1
his coat he,3,NNN,21442,21444,3
we,1,N,21447,21447,1
him,1,N,21451,21451,1
he,1,N,21457,21457,1
it it,2,NN,21459,21460,2
anything i,2,NN,21464,21465,2
i,1,N,21469,21469,1
he,1,N,21471,21471,1
us,1,N,21476,21476,1
it,1,N,21479,21479,1
there,1,N,21483,21483,1
life,1,N,21486,21486,1
station,1,N,21488,21488,1
he,1,N,21492,21492,1
im wave,2,NN,21499,21500,2
he,1,N,21504,21504,1
that up he,3,NPN,21507,21509,3
his coat,2,NN,21513,21514,2
he,1,N,21517,21517,1
sight of us he,4,NPNN,21519,21522,4
idiot,1,N,21525,21525,1
they,1,N,21529,21529,1
men,1,N,21531,21531,1
boat out a fishing boat,5,NPDNN,21535,21539,5
big yawls,2,AN,21544,21545,2
he,1,N,21556,21556,1
something,1,N,21558,21558,1
it,1,N,21560,21560,1
they,1,N,21565,21565,1
boat,1,N,21569,21569,1
us,1,N,21573,21573,1
time,1,N,21578,21578,1
they,1,N,21581,21581,1
us,1,N,21584,21584,1
faint yellow tone,3,NAN,21586,21588,3
sky over the low land,5,NPDAN,21592,21596,5
shadows on the sea,4,NPDN,21598,21601,4
wind bore coldness with it,5,NNNPN,21605,21609,5
men,1,N,21612,21612,1
smoke,1,N,21617,21617,1
his voice,2,NN,21621,21622,2
his impious mood,3,NAN,21625,21627,3
we,1,N,21629,21629,1
we,1,N,21636,21636,1
night,1,N,21644,21644,1
we,1,N,21646,21646,1
night,1,N,21654,21654,1
you,1,N,21657,21657,1
they,1,N,21659,21659,1
us,1,N,21662,21662,1
it,1,N,21665,21665,1
they,1,N,21671,21671,1
us,1,N,21677,21677,1
shore,1,N,21679,21679,1
man,1,N,21683,21683,1
coat,1,N,21686,21686,1
gloom,1,N,21691,21691,1
it,1,N,21693,21693,1
same manner,2,AN,21697,21698,2
omnibus,1,N,21700,21700,1
group of people,3,NPN,21703,21705,3
spray,1,N,21707,21707,1
it,1,N,21709,21709,1
side,1,N,21714,21714,1
voyagers shrink,2,NN,21717,21718,2
swear like men who,4,NPNN,21720,21723,4
i,1,N,21727,21727,1
chump who,2,NN,21733,21734,2
coat i,2,NN,21737,21738,2
him,1,N,21742,21742,1
luck,1,N,21746,21746,1
what,1,N,21748,21748,1
he,1,N,21750,21750,1
nothing,1,N,21753,21753,1
he,1,N,21756,21756,1
damned cheerful in the meantime,5,ANPDN,21759,21763,5
oiler,1,N,21765,21765,1
correspondent,1,N,21770,21770,1
oiler,1,N,21775,21775,1
grey,1,N,21777,21777,1
they,1,N,21782,21782,1
turn,1,N,21786,21786,1
leaden oars,2,AN,21789,21790,2
form of the lighthouse,4,NPDN,21792,21795,4
southern horizon,2,AN,21800,21801,2
pale star,2,AN,21805,21806,2
sea,1,N,21812,21812,1
saffron in the west,4,NPDN,21815,21818,4
merging darkness,2,NN,21823,21824,2
sea to the east,4,NPDN,21827,21830,4
land,1,N,21834,21834,1
surf,1,N,21849,21849,1
i,1,N,21851,21851,1
i,1,N,21859,21859,1
i,1,N,21867,21867,1
name of the seven mad gods who,7,NPDAANN,21876,21882,7
sea,1,N,21885,21885,1
i,1,N,21887,21887,1
sand,1,N,21895,21895,1
trees,1,N,21897,21897,1
i,1,N,21899,21899,1
my nose,2,NN,21905,21906,2
i,1,N,21910,21910,1
sacred cheese of life,4,ANPN,21916,21919,4
patient captain,2,AN,21921,21922,2
water jar,2,NN,21926,21927,2
oarsman,1,N,21935,21935,1
her head,2,NN,21937,21938,2
her head,2,NN,21941,21942,2
her head up sir,4,NNPN,21945,21948,4
voices,1,N,21950,21950,1
low this,2,AN,21954,21955,2
quiet evening,2,AN,21959,21960,2
oarsman,1,N,21964,21964,1
boat,1,N,21971,21971,1
bottom,1,N,21973,21973,1
him his eyes,3,NNN,21976,21978,3
tall black waves that,4,AANN,21985,21988,4
most sinister silence save,4,ANNN,21993,21996,4
growl of a crest,4,NPDN,22001,22004,4
cook,1,N,22006,22006,1
head,1,N,22008,22008,1
thwart,1,N,22012,22012,1
he,1,N,22014,22014,1
interest at the water under his nose he,8,NPDNPNNN,22017,22024,8
other scenes,2,AN,22028,22029,2
he,1,N,22031,22031,1
he,1,N,22034,22034,1
kind of pie,3,NPN,22038,22040,3
you,1,N,22042,22042,1
best pie,2,AN,22044,22045,2
oiler,1,N,22048,22048,1
correspondent,1,N,22051,22051,1
things,1,N,22058,22058,1
you,1,N,22060,22060,1
cook i,2,NN,22064,22065,2
ham sandwiches,2,NN,22070,22071,2
night on the sea in an open boat,8,NPDNPDAN,22075,22082,8
long night as darkness,4,ANPN,22085,22088,4
shine of the light,4,NPDN,22092,22095,4
sea in the south,4,NPDN,22099,22102,4
full gold on the northern horizon,6,ANPDAN,22105,22110,6
new light,2,AN,22112,22113,2
small bluish gleam on the edge,6,ANNPDN,22116,22121,6
bluish gleam on the edge of the waters,8,NNPDNPDN,22117,22124,8
two lights,2,AN,22126,22127,2
furniture of the world,4,NPDN,22130,22133,4
there,1,N,22135,22135,1
nothing but waves two men,5,NPNAN,22137,22141,5
stern,1,N,22145,22145,1
distances,1,N,22147,22147,1
dingey,1,N,22153,22153,1
rower,1,N,22156,22156,1
his feet,2,NN,22161,22162,2
them under his companions their legs,6,NPNNNN,22167,22172,6
seat,1,N,22179,22179,1
they,1,N,22181,22181,1
feet of the captain,4,NPDN,22184,22187,4
efforts of the tired oarsman,5,NPDAN,22192,22196,5
wave,1,N,22198,22198,1
boat,1,N,22203,22203,1
icy wave of the night,5,ANPDN,22205,22209,5
water,1,N,22213,22213,1
them,1,N,22215,22215,1
they,1,N,22217,22217,1
their bodies for a moment,5,NNPDN,22220,22224,5
dead sleep,2,AN,22230,22231,2
water in the boat,4,NPDN,22236,22239,4
them as the craft,4,NPDN,22242,22245,4
plan of the oiler,4,NPDN,22248,22251,4
correspondent,1,N,22254,22254,1
he,1,N,22261,22261,1
ability,1,N,22264,22264,1
his sea water couch in the bottom,7,NNNNPDN,22271,22277,7
water couch in the bottom of the boat,8,NNPDNPDN,22273,22280,8
oiler,1,N,22282,22282,1
oars until his head,4,NPNN,22285,22288,4
overpowering sleep,2,AN,22293,22294,2
him,1,N,22296,22296,1
he,1,N,22298,22298,1
he,1,N,22303,22303,1
man in the bottom of the boat,7,NPDNPDN,22306,22312,7
his name,2,NN,22315,22316,2
you,1,N,22318,22318,1
me,1,N,22320,22320,1
he,1,N,22325,22325,1
sure billie,2,AN,22328,22329,2
correspondent,1,N,22332,22332,1
himself,1,N,22336,22336,1
position they,2,NN,22340,22341,2
places,1,N,22343,22343,1
oiler,1,N,22347,22347,1
sea water at the cook,5,NNPDN,22352,22356,5
side,1,N,22358,22358,1
sleep,1,N,22363,22363,1
particular violence of the sea,5,ANPDN,22366,22370,5
waves,1,N,22374,22374,1
obligation of the man at the oars,7,NPDNPDN,22379,22385,7
boat,1,N,22390,22390,1
tilt of the rollers,4,NPDN,22395,22398,4
her,1,N,22402,22402,1
her,1,N,22406,22406,1
crests,1,N,22411,22411,1
black waves,2,AN,22415,22416,2
darkness,1,N,22426,22426,1
boat before the oarsman,4,NPDN,22433,22436,4
low voice,2,AN,22441,22442,2
correspondent,1,N,22444,22444,1
captain he,2,NN,22447,22448,2
captain,1,N,22454,22454,1
iron man,2,AN,22459,22460,2
awake captain,2,AN,22465,22466,2
i,1,N,22468,22468,1
her,1,N,22470,22470,1
light,1,N,22474,22474,1
same steady voice,3,AAN,22478,22480,3
him,1,N,22482,22482,1
it about two points off the port,7,NPANPDN,22485,22491,7
cook,1,N,22494,22494,1
life belt around himself in order,6,NNPNPN,22498,22503,6
warmth which,2,NN,22508,22509,2
clumsy cork contrivance,3,NNN,22511,22513,3
he,1,N,22517,22517,1
stove,1,N,22520,22520,1
rower whose teeth,3,NNN,22524,22526,3
he,1,N,22533,22533,1
his labour,2,NN,22535,22536,2
correspondent,1,N,22542,22542,1
he,1,N,22544,22544,1
two men,2,AN,22550,22551,2
foot,1,N,22554,22554,1
cook,1,N,22556,22556,1
arm,1,N,22558,22558,1
oiler,1,N,22562,22562,1
shoulders,1,N,22564,22564,1
their fragmentary clothing,3,NAN,22567,22569,3
haggard faces they,3,NNN,22571,22573,3
babes of the sea,4,NPDN,22576,22579,4
grotesque,1,N,22581,22581,1
old babes in the wood,5,ANPDN,22585,22589,5
he,1,N,22591,22591,1
his work,2,NN,22597,22598,2
there,1,N,22601,22601,1
growling of water,3,NPN,22604,22606,3
crest,1,N,22609,22609,1
roar,1,N,22613,22613,1
swash into the boat,4,NPDN,22616,22619,4
it,1,N,22621,22621,1
wonder,1,N,22624,22624,1
it,1,N,22626,22626,1
cook afloat in his life belt,6,NNPNNN,22631,22636,6
cook,1,N,22638,22638,1
oiler,1,N,22644,22644,1
his eyes,2,NN,22648,22649,2
i,1,N,22657,22657,1
awful sorry billie,3,AAN,22659,22661,3
correspondent,1,N,22664,22664,1
that,1,N,22666,22666,1
right old boy,3,AAN,22669,22671,3
oiler,1,N,22674,22674,1
it,1,N,22683,22683,1
captain,1,N,22688,22688,1
correspondent,1,N,22692,22692,1
he,1,N,22695,22695,1
one man afloat on all the oceans,7,ANNPDDN,22698,22704,7
wind,1,N,22706,22706,1
voice,1,N,22709,22709,1
it,1,N,22711,22711,1
waves,1,N,22715,22715,1
it,1,N,22717,22717,1
end,1,N,22722,22722,1
long loud swishing astern of the boat,7,AANNPDN,22726,22732,7
trail of phosphorescence like blue flame,6,NPNPAN,22736,22741,6
black waters it,3,ANN,22746,22748,3
monstrous knife,2,AN,22755,22756,2
there,1,N,22758,22758,1
stillness,1,N,22761,22761,1
correspondent,1,N,22764,22764,1
open mouth,2,AN,22768,22769,2
sea,1,N,22774,22774,1
there,1,N,22776,22776,1
swish,1,N,22779,22779,1
long flash of bluish light,5,ANPAN,22782,22786,5
time it,2,NN,22789,22790,2
boat,1,N,22794,22794,1
oar,1,N,22803,22803,1
correspondent,1,N,22805,22805,1
enormous fin speed like a shadow,6,ANNPDN,22808,22813,6
fin speed like a shadow through the water,8,NNPDNPDN,22809,22816,8
crystalline spray,2,NN,22819,22820,2
trail,1,N,22826,22826,1
correspondent,1,N,22828,22828,1
his shoulder at the captain his face,7,NNPDNNN,22831,22837,7
he,1,N,22841,22841,1
asleep he,2,NN,22845,22846,2
babes of the sea they,5,NPDNN,22850,22854,5
sympathy he,2,NN,22862,22863,2
little way to one side,5,ANPAN,22866,22870,5
sea,1,N,22876,22876,1
thing,1,N,22879,22879,1
vicinity of the boat,4,NPDN,22885,22888,4
one side,2,AN,22893,22894,2
intervals,1,N,22899,22899,1
long sparkling streak,3,ANN,22905,22907,3
there,1,N,22909,22909,1
whiroo of the dark fin the speed,7,NPDNPDN,22915,22921,7
power of the thing,4,NPDN,22923,22926,4
it,1,N,22932,22932,1
water,1,N,22935,22935,1
keen projectile,2,AN,22940,22941,2
presence of this biding thing,5,NPDNN,22943,22947,5
man with the same horror,5,NPDAN,22952,22956,5
it,1,N,22958,22958,1
he,1,N,22961,22961,1
picnicker he,2,NN,22965,22966,2
sea,1,N,22971,22971,1
undertone,1,N,22977,22977,1
it,1,N,22979,22979,1
he,1,N,22983,22983,1
alone he,2,AN,22989,22990,2
his companions,2,NN,22994,22995,2
chance,1,N,22999,22999,1
him company with it,4,NNPN,23002,23005,4
captain,1,N,23008,23008,1
water jar,2,NN,23013,23014,2
oiler,1,N,23017,23017,1
cook in the bottom of the boat,7,NPDNPDN,23020,23026,7
slumber,1,N,23030,23030,1
i,1,N,23032,23032,1
i,1,N,23040,23040,1
i,1,N,23048,23048,1
name of the seven mad gods who,7,NPDAANN,23057,23063,7
sea,1,N,23066,23066,1
i,1,N,23068,23068,1
sand,1,N,23076,23076,1
trees during this dismal night it,6,NPDANN,23078,23083,6
man,1,N,23089,23089,1
it,1,N,23093,23093,1
intention of the seven mad gods,6,NPDAAN,23097,23102,6
him despite the abominable injustice of it,7,NPDANPN,23105,23111,7
it,1,N,23113,23113,1
abominable injustice,2,AN,23117,23118,2
man who,2,NN,23122,23123,2
man,1,N,23131,23131,1
it,1,N,23133,23133,1
crime,1,N,23137,23137,1
unnatural other people,3,AAN,23139,23141,3
sea since galleys,3,NPN,23145,23147,3
sails,1,N,23151,23151,1
it,1,N,23156,23156,1
man,1,N,23160,23160,1
nature,1,N,23162,23162,1
him,1,N,23166,23166,1
she,1,N,23171,23171,1
she,1,N,23173,23173,1
universe,1,N,23178,23178,1
him he at first wishes,5,NNPAN,23182,23186,5
bricks at the temple,4,NPDN,23189,23192,4
he,1,N,23194,23194,1
fact,1,N,23198,23198,1
there,1,N,23200,23200,1
bricks,1,N,23203,23203,1
temples,1,N,23206,23206,1
visible expression of nature,4,ANPN,23208,23211,4
his jeers,2,NN,23217,23218,2
there,1,N,23221,23221,1
tangible thing,2,AN,23224,23225,2
he,1,N,23228,23228,1
desire,1,N,23232,23232,1
personification,1,N,23236,23236,1
indulge in pleas,3,NPN,23238,23240,3
one knee,2,AN,23243,23244,2
hands,1,N,23247,23247,1
i,1,N,23252,23252,1
myself,1,N,23254,23254,1
high cold star on a winter,6,AANPDN,23256,23261,6
night,1,N,23263,23263,1
word he,2,NN,23266,23267,2
she,1,N,23270,23270,1
him,1,N,23273,23273,1
he,1,N,23275,23275,1
pathos of his situation,4,NPNN,23278,23281,4
men in the dingey,4,NPDN,23283,23286,4
matters,1,N,23291,23291,1
doubt,1,N,23296,23296,1
them in silence,3,NPN,23299,23301,3
his mind there,3,NNN,23305,23307,3
expression upon their faces,4,NPNN,23311,23314,4
complete weariness speech,3,ANN,23320,23322,3
business of the boat,4,NPDN,23327,23330,4
notes of his emotion,4,NPNN,23334,23337,4
verse,1,N,23339,23339,1
correspondent,1,N,23343,23343,1
head he,2,NN,23345,23346,2
he,1,N,23351,23351,1
verse,1,N,23355,23355,1
it,1,N,23357,23357,1
his mind,2,NN,23361,23362,2
soldier of the legion,4,NPDN,23364,23367,4
algiers there,2,NN,23371,23372,2
lack of woman,3,NPN,23374,23376,3
there,1,N,23379,23379,1
dearth of woman,3,NPN,23381,23383,3
tears,1,N,23385,23385,1
comrade,1,N,23388,23388,1
him,1,N,23391,23391,1
he,1,N,23393,23393,1
comrade,1,N,23396,23396,1
hand,1,N,23398,23398,1
he,1,N,23400,23400,1
i,1,N,23402,23402,1
my own my native land in his childhood,8,NANANPNN,23406,23413,8
correspondent,1,N,23415,23415,1
fact,1,N,23422,23422,1
soldier of the legion,4,NPDN,23425,23428,4
algiers,1,N,23432,23432,1
he,1,N,23434,23434,1
fact,1,N,23439,23439,1
important myriads of his school fellows,6,ANPNNN,23441,23446,6
him of the soldier,4,NPDN,23449,23452,4
plight,1,N,23454,23454,1
dinning,1,N,23457,23457,1
him,1,N,23463,23463,1
indifferent he,2,AN,23465,23466,2
it his affair that,4,NNNN,23470,23473,4
soldier of the legion,4,NPDN,23475,23478,4
algiers,1,N,23482,23482,1
it,1,N,23485,23485,1
him as a matter,4,NPDN,23488,23491,4
it,1,N,23494,23494,1
him than the breaking of a pencil,7,NPDNPDN,23498,23504,7
point,1,N,23506,23506,1
it,1,N,23509,23509,1
him as a human living thing it,7,NPDANNN,23513,23519,7
picture of a few throes in the breast,8,NPDANPDN,23525,23532,8
few throes in the breast of a poet,8,ANPDNPDN,23528,23535,8
tea,1,N,23538,23538,1
his feet at the grate it,6,NNPDNN,23541,23546,6
actuality,1,N,23549,23549,1
correspondent,1,N,23556,23556,1
soldier he,2,NN,23560,23561,2
sand with his feet,4,NPNN,23565,23568,4
his,1,N,23574,23574,1
left hand,2,AN,23576,23577,2
his chest in an attempt,5,NNPDN,23580,23584,5
going of his life,4,NPNN,23588,23591,4
blood,1,N,23593,23593,1
his fingers,2,NN,23596,23597,2
algerian distance,2,AN,23601,23602,2
city of low square forms,5,NPAAN,23604,23608,5
sky that,2,NN,23613,23614,2
last sunset,2,AN,23619,23620,2
correspondent,1,N,23623,23623,1
oars,1,N,23626,23626,1
dreaming,1,N,23628,23628,1
slower movements of the lips of the soldier,8,ANPDNPDN,23633,23640,8
impersonal comprehension he,3,ANN,23648,23650,3
soldier of the legion who,5,NPDNN,23655,23659,5
algiers,1,N,23663,23663,1
thing which,2,NN,23665,23666,2
boat,1,N,23670,23670,1
delay there,2,NN,23679,23680,2
slash of the cut water,5,NPDAN,23688,23692,5
there,1,N,23694,23694,1
flame of the long trail,5,NPDAN,23699,23703,5
light in the north,4,NPDN,23705,23708,4
it,1,N,23712,23712,1
nearer to the boat,4,NPDN,23716,23719,4
boom of the surf,4,NPDN,23722,23725,4
correspondent,1,N,23729,23729,1
ears,1,N,23731,23731,1
he,1,N,23733,23733,1
craft seaward,2,NN,23736,23737,2
one,1,N,23744,23744,1
watch fire on the beach it,6,NNPDNN,23749,23754,6
it,1,N,23765,23765,1
shimmering roseate reflection upon the bluff back,7,NNNPDNN,23768,23774,7
roseate reflection upon the bluff back of it,8,NNPDNNPN,23769,23776,8
this,1,N,23778,23778,1
boat,1,N,23784,23784,1
wind,1,N,23786,23786,1
wave,1,N,23792,23792,1
mountain cat,2,NN,23798,23799,2
there,1,N,23801,23801,1
sheen,1,N,23807,23807,1
sparkle,1,N,23809,23809,1
crest,1,N,23813,23813,1
captain in the bow,4,NPDN,23815,23818,4
his water jar,3,NNN,23821,23823,3
night he,2,NN,23829,23830,2
correspondent he,2,NN,23834,23835,2
shore,1,N,23839,23839,1
life,1,N,23841,23841,1
people,1,N,23843,23843,1
their time,2,NN,23845,23846,2
you,1,N,23848,23848,1
shark,1,N,23851,23851,1
i,1,N,23855,23855,1
him he,2,NN,23857,23858,2
right wish i,3,ANN,23864,23866,3
you,1,N,23869,23869,1
correspondent,1,N,23874,23874,1
bottom of the boat,4,NPDN,23878,23881,4
there,1,N,23883,23883,1
gradual disentanglement billie,3,ANN,23888,23890,3
you,1,N,23892,23892,1
me,1,N,23894,23894,1
oiler,1,N,23898,23898,1
correspondent,1,N,23903,23903,1
cold comfortable sea water in the bottom,7,AANNPDN,23906,23912,7
sea water in the bottom of the boat,8,NNPDNPDN,23908,23915,8
cook,1,N,23922,23922,1
life belt he,3,NNN,23924,23926,3
sleep despite the fact,4,NPDN,23930,23933,4
his teeth,2,NN,23935,23936,2
popular airs,2,AN,23940,23941,2
sleep,1,N,23943,23943,1
him,1,N,23948,23948,1
it,1,N,23950,23950,1
moment,1,N,23954,23954,1
he,1,N,23956,23956,1
voice call his name in a tone that,8,NNNNPDNN,23959,23966,8
last stages of exhaustion,4,ANPN,23969,23972,4
you,1,N,23974,23974,1
me,1,N,23976,23976,1
light in the north,4,NPDN,23980,23983,4
correspondent,1,N,23989,23989,1
his course from the wide awake captain,7,NNPDANN,23991,23997,7
night they,2,NN,24001,24002,2
boat farther,2,NN,24005,24006,2
sea,1,N,24009,24009,1
captain,1,N,24012,24012,1
cook,1,N,24015,24015,1
one oar at the stern,5,ANPDN,24018,24022,5
boat,1,N,24026,24026,1
seas he,2,NN,24029,24030,2
he,1,N,24036,24036,1
thunder of the surf,4,NPDN,24040,24043,4
plan,1,N,24045,24045,1
oiler,1,N,24048,24048,1
correspondent,1,N,24051,24051,1
we,1,N,24056,24056,1
boys,1,N,24060,24060,1
chance,1,N,24062,24062,1
shape,1,N,24066,24066,1
captain they,2,NN,24070,24071,2
few preliminary chatterings,3,AAN,24077,24079,3
trembles,1,N,24081,24081,1
dead sleep,2,AN,24086,24087,2
they,1,N,24090,24090,1
cook,1,N,24095,24095,1
company of another shark,4,NPDN,24097,24100,4
same shark as the boat,5,ANPDN,24104,24108,5
waves spray,2,NN,24112,24113,2
side,1,N,24118,24118,1
them,1,N,24121,24121,1
fresh soaking,2,AN,24123,24124,2
this,1,N,24126,24126,1
power,1,N,24129,24129,1
their,1,N,24132,24132,1
ominous slash of the wind,5,ANPDN,24135,24139,5
water,1,N,24142,24142,1
them,1,N,24144,24144,1
it,1,N,24146,24146,1
mummies boys,2,NN,24150,24151,2
cook with the notes of every reluctance,7,NPDNPDN,24154,24160,7
notes of every reluctance in his voice she,8,NPDNPNNN,24157,24164,8
i,1,N,24170,24170,1
you,1,N,24174,24174,1
her to sea,3,NPN,24178,24180,3
correspondent,1,N,24183,24183,1
crash,1,N,24187,24187,1
crests,1,N,24191,24191,1
he,1,N,24193,24193,1
captain,1,N,24197,24197,1
him,1,N,24199,24199,1
whisky,1,N,24201,24201,1
water,1,N,24203,24203,1
this,1,N,24205,24205,1
chills out of him,4,NPPN,24208,24211,4
i,1,N,24213,24213,1
anybody,1,N,24218,24218,1
me,1,N,24220,24220,1
photograph,1,N,24223,24223,1
last there,2,AN,24229,24230,2
short conversation billie billie,4,ANNN,24233,24236,4
you,1,N,24238,24238,1
me,1,N,24240,24240,1
oiler,1,N,24244,24244,1
correspondent,1,N,24247,24247,1
his eyes,2,NN,24250,24251,2
sea,1,N,24253,24253,1
sky,1,N,24256,24256,1
